"id","obj_vesion","date_created","message_type","template","notification_type","language"
"25","0","2009-10-06T00:00:00.0","TEXT","U are nearly 4 months pregnant now.If U havent been to antenatal care (ANC) yet U need to go this week.Its free&best way to make sure U&baby are healthy.U need to join National Health Insurance at ANC,also free for pregnant women.At ANC you will be offered lab tests to check your blood for anaemia (low blood level) infections like syphilis,hepatitis&HIV/AIDS.Testing is important so treatment can be started for a healthy pregnancy & baby.*From Mobile Midwife*.","28","1"
"26","0","2009-10-06T00:00:00.0","TEXT","Malaria is very dangerous.It can cause low blood in the mother&miscarriage.Help yourself by sleeping under insecticide treated nets.Now is the time to get a drug called SP at clinic to protect U.Wear long clothes in light colors in evening.Try burning neem leaves or orange peels to keep mosquitos away or spray the rooms.Go to clinic STRAIGHT AWAY if you are feeling cold,fever or headache.*From Mobile Midwife*.","29","1"
"27","0","2009-10-06T00:00:00.0","TEXT","Your womb is growing now which may be causing some waist pains but they will soon go.U are probably showing signs of pregnancy now&may still fear the evil eye.Remember that the evil eye doesn't cause complications but rather medical conditions cause problems.Its time to go to antenatal care at your nearest clinic.Its free&runs everyday.What you tell the midwife will be kept secret so don't fear.No one will really know why U are there.*From Mobile Midwife*.","30","1"
"28","0","2009-10-06T00:00:00.0","TEXT","Most women feel fine during pregnancy so try not to worry but its good to be informed about when U must go to clinic.Go if bleeding-it can be serious.Go for bad headaches,fever,vomitting,feeling dizzy or a blow to the belly.Go if U have pain in the belly,especially if its a sharp one-sided pain.Go for bloody or dark yellow urine or burning when U urinate.Go if you have very swollen feet hands or face.Try not to worry just see the midwife.*From Mobile Midwife*.","31","1"
"29","0","2009-10-06T00:00:00.0","TEXT","Congratulations! U are about halfway through your pregnancy.Well Done so far! Baby can now kick,roll over,stretch each arm&even suck a thumb.By now most of the major body parts are formed-heart,kidneys,liver&brain are complete but still small.Keep eating well&taking good care of yourself&your baby.If U haven't been to antenatal clinic yet please go now,even if you feel fine-U need a check up.*From Mobile Midwife&Ghana Health Service~Your Health-Our Concern*.","32","1"
"30","0","2009-10-06T00:00:00.0","TEXT","A creamy white substance now coats baby's body.Some babies still have the coating when born.Its not from having sex during pregnancy-its a natural protection for baby.U may have heard that difficult labor is because mother has been unfaithful-not true!Difficult labor is caused by medical conditions that can usually be managed if medical help is early.Call midwife as soon as U go into labour.Mother&baby's life can depend on it.*From Mobile Midwife*.","33","1"
"31","0","2009-10-06T00:00:00.0","TEXT","Your baby can hear U now so talk&have your husband talk so baby will know your voices&feel bonded with U.Think about baby's arrival&your delivery.Do U have transport to hospital or clinic in an emergency?Should U move closer to where U will deliver to save on transport?Have you been to ANC&know your midwifes phone number.Remember all births are safer at a health facility&if it is your 1st baby it is important to be at a clinic or hospital.*From Mobile Midwife*.","34","1"
"32","0","2009-10-06T00:00:00.0","TEXT","Tetanus is a serious sickness that enters the body through open wounds,a juke or skin scratch.U are at high risk for tetanus during&after birth because of wounds from delivery.Baby is at risk because the chord is open when born.U must get a tetanus immunization to protect you&baby.U need 2 tetanus jabs before or during pregnancy.Tetanus infection can put U&baby's life at risk.Tetanus is given at antenatal.One more reason to see the midwife!*From Mobile Midwife*.","35","1"
"33","0","2009-10-06T00:00:00.0","TEXT","Don't be afraid to ask the midwife questions at antenatal-he or she is there for U.Ask about delivery&where U will deliver.It would be nice to have baby's father go with U.He can ask questions to learn about the pregnancy&U can listen to baby's heartbeat together.Be sure to take all tablets given to U to keep U both healthy.Also Register now with NHIS for 1 year of free medical cover.*From Mobile Midwife*.","36","1"
"34","0","2009-10-06T00:00:00.0","TEXT","We hope U have been to antental clinic recently.By now U should have been 2 times or more.This week U should go as U need a 2nd dose of antimalaria medicine called SP.Malaria while pregnant serious.Malaria causes a shortage of blood in the Mum.Shortage of blood is one of the causes of death in pregnancy&delivery.If U have signs of malaria like fever,feeling cold,headache or pains in bones,go to the clinic straight away for treatment.*From Mobile Midwife*.","37","1"
"35","0","2009-10-06T00:00:00.0","TEXT","Most women start pregnancy with low iron levels in the blood.Iron keeps your blood doing the job of carrying food&oxygen around the body keeping it well.Low iron levels can make U tired or breathless.If the iron level is too low U have anaemia which is dangerous for U&baby.Your low iron level can cause the baby to be born too small which is bad.To bring your iron levels up,take the tablets from your midwife&eat liver,red meat,greens&eggs.*From Mobile Midwife*.","38","1"
"36","0","2009-10-06T00:00:00.0","TEXT","Yeah!U are now 7 months pregnant&entering the final stage of pregnancy.Soon U will be able to hold the little one growing inside U.Baby is getting ready for the outside world forming fat layers to be a healthy newborn.Worries are normal now&it may be hard to sleep.Wear light cool sleep clothes,avoid coffee&tea.Eat small before bed&avoid spicy,oily food.If U can't sleep just get up,take a walk&think happy thoughts.*From Mobile Midwife*.","39","1"
"37","0","2009-10-06T00:00:00.0","TEXT","U are closer to delivery&we still have info for U!Some beliefs about babies are not really true.If baby is deformed it is a medical problem-see a doctor.If too serious AFRIKIDS@Sirigu or Bolga can help.If baby cries alot,falls sick alot,or bites mum's breast its normal child behavior,not a curse.Babies are gifts from God&have a better chance at life if born at a health facility.If U have problems with traditions,ask your midwife for help.*From Mobile Midwife*.","40","1"
"38","0","2009-10-06T00:00:00.0","TEXT","Are your feet&hands swollen?It is called edema.This does not mean that baby is a boy.It happens as extra blood U have 4 baby gets trapped&pushes water into hands or ankles.It is common,not serious&goes away when baby is born.Help make it better by sitting with feet up,drink lots of water,avoid too much salt&maggi.If swelling comes sudden&your hands&face get big see midwife straight as this is dangerous.*From Mobile Midwife*.","41","1"
"39","0","2009-10-06T00:00:00.0","TEXT","It is good to be informed about when U must go to clinic.Go if bleeding,it can be serious.Go for bad headaches,fever,vomitting,feeling dizzy,blurry or flashing vision.Go if U have pain in the belly,especially if it is a sharp one-sided pain or baby is moving less.Go if suddenly too thirsty&urinating too much.Go if U have very swollen feet hands,face or eyes.Try not to worry just see the midwife.*From Mobile Midwife*.","42","1"
"40","0","2009-10-06T00:00:00.0","TEXT","Soon baby will join us in the outside world. Baby will need to be protected from infection&sickness.To help baby- BREASTFEED.Breastmilk is perfect food for babies&gives all they need to grow big&strong&protects baby from sickness.Feed baby from breast as soon as born.First milk is thick,yellow&the BEST!Feed breastmilk ONLY.No water or food for 6 months.Feed baby 8-12 times/day even if baby sleeps alot.Never fear asking midwife for help.*From Mobile Midwife*.","43","1"
"41","0","2009-10-06T00:00:00.0","TEXT","Labour is different for each woman&some signs show U are in labour.Contractions-when belly muscles tighten&harden-will come regular&hurt.They get stronger,longer&more painful as birth gets close.U may feel pain in the low back&cramps like a period.U may see a “show”-when the mucus plug that blocks neck of womb comes out&looks jelly-like.If waters break&U have contractions contact midwife&get to clinic as babies can sometimes come fast.*From Mobile Midwife*.","44","1"
"42","0","2009-10-06T00:00:00.0","TEXT","Babies get food&oxygen in womb through placenta(or afterbirth).Placenta passes nutrients from mum to baby through umbilical cord attached to baby's belly.After birth,cord is cut&a stump remains that soon falls off.Care of the stump before it falls off is very important.Keep it clean&dry.Dont apply anything to it.No spirit,ash,glass or anything.Make sure baby napkins dont rub or cover stump.Dont force stump to fall,it will go in 10-21 days.*From Mobile Midwife*.","45","1"
"43","0","2009-10-06T00:00:00.0","TEXT","Well done!U are 33 weeks pregnant!From now U must do all U can to ensure baby is born healthy.Babies born before 36 weeks are early but can still be healthy.If baby comes early follow these tips.Don't bath small babies,wipe with clean damp cloth.Tie baby between your breasts with a lappa all the day.Shea butter on their body helps baby stay warm.Breastfeed straight away&don't give anything but breastmilk for first 6months of life.*From Mobile Midwife*.","46","1"
"44","0","2009-10-06T00:00:00.0","TEXT","Baby is about the size of a medium grasscutter now&is practicing breathing&has hair now.Labour time is coming soon&when U go into labour it is very important to contact your midwife straight.Every labour is different.U need to be sure U call the midwife so any problem can be solved right away.Signs of true labour include,contractions,pain,show&breaking of waters.Midwife can confirm true labour so don't be afraid to contact them to be sure.*From Mobile Midwife*.","47","1"
"45","0","2009-10-06T00:00:00.0","TEXT","First breastmilk is called colostrum-a thick yellowish fluid,rich in protien,antibodies&other infection fighting things.Its not dirty.Its the best milk for baby.Later breastmilk comes bluish-white&more watery.Newborns eat 8-12 times or more through 1day&night.Feeding often helps U increase milk production.Start feeding on 1 breast til baby stops or breast is empty then move to other breast.Baby needs nothing but breastmilk for first 6months.*From Mobile Midwife*.","48","1"
"46","0","2009-10-06T00:00:00.0","TEXT","Your baby is almost ready for the world now.Well Done!The BEST thing you can do for U&your baby is DELIVER AT A HEALTH FACILITY.Health workers can help deal with any emergencies that come up&make sure that your baby gets the best care in his/her first few minutes in this world.Give your baby the best start in life!*From Mobile Midwife&Ghana Health Service~Your Health-Our Concern*.","49","1"
"47","0","2009-10-06T00:00:00.0","TEXT","Babies who are breastfed are healthier&better nourished than those given other drinks&food.Baby needs no other food or drink for first 6 months of life.Breastmilk alone meets all their needs including water.Right position for breastfeeding is:baby's body is turned to face mum belly to belly.Baby's chin touchs mum's breast,more of dark skin around mum's nipple is seen above baby's mouth than below,baby takes long deep sucks&mum has no pain.*From Mobile Midwife*.","50","1"
"48","0","2009-10-06T00:00:00.0","TEXT","Baby can come anytime now!Great!Do U have all U need for delivery packed in a bag?U need baby napkins,cloths,soap,Camel,baby soap,shea butter,Aligudon for baby,towels&Makintosh.Do U have midwife's phone number?Where are U delivering?How will U get there?If U dont deliver at hospital U must report to clinic as soon as possible after the birth.This is to be sure U&baby have a great start at taking care of yourself&the blessing God has given U.*From Mobile Midwife*.","51","1"
"49","0","2009-10-06T00:00:00.0","TEXT","If baby has arrived,congrats!!If not it will be here soon.Be ready to go to health facility as soon as labour starts-delivering there is safer for mum&baby.When baby is born take baby to clinic within 1 day of birth for check by nurse.Also take baby to facility STRAIGHT if they have fever,high temperature,trouble breathing,if baby is not sucking as before,wont feed,not crying or weak&limp.Ask a doctor for help before its too late*From Mobile Midwife*.","52","1"
"50","0","2009-10-06T00:00:00.0","TEXT","If baby hasn't arrived yet,don't worry but go to ANC to be sure all is fine.If U have delivered,congrats!!If baby was born outside hospital its very important U&baby visit clinic for checkup before 1day passes.It is to make sure U&baby are fine.Baby gets immunizations to protect from TB&Polio,so they can grow healthy&strong.U can also ask questions U have about baby's care&health.*From Mobile Midwife*.","53","1"
"58","0","2010-04-30T00:00:00.0","TEXT","In this stage of pregnancy it is common to suffer leg cramps.Cramps are a sharp sudden pain in the lower leg that comes most at night&lasts a few minutes.As baby grows in the womb it puts added pressure on the muscles,veins&nerves.To help prevent them take breaks from sitting or standing long&drink plenty water.Try gently rubbing or put pressure over painful area&stretch the leg straight with foot bent upwards.Also get up&walk a bit to help.*From Mobile Midwife*","184","1"
"100","0","2009-10-06T00:00:00.0","TEXT","Tetanus is a disorder that leads to severe and painful muscle spasms. It is caused by a bacterium that is commonly found in soil, dust and animal waste.@@","2","2"
"101","0","2009-10-06T00:00:00.0","TEXT","Tetanus is a disorder that leads to severe and painful muscle spasms. It is caused by a bacterium that is commonly found in soil, dust and animal waste.##","2","3"
"102","0","2009-10-06T00:00:00.0","TEXT","Immunization against tetanus is recommended especially in pregnant women. Vaccination of pregnant women is the best preventive measure against neonatal tetanus.@@","3","2"
"103","0","2009-10-06T00:00:00.0","TEXT","Immunization against tetanus is recommended especially in pregnant women. Vaccination of pregnant women is the best preventive measure against neonatal tetanus.##","3","3"
"104","0","2009-10-06T00:00:00.0","TEXT","You are due for your first tetanus vaccination in your pregnancy.  Please go to your nearest clinic to receive your vaccination.@@","4","2"
"105","0","2009-10-06T00:00:00.0","TEXT","You are due for your first tetanus vaccination in your pregnancy.  Please go to your nearest clinic to receive your vaccination.##","4","3"
"106","0","2009-10-06T00:00:00.0","TEXT","All wounds should be considered risky, so always be cleaned with soap and water.  Some wounds, however small, such as from thorns of roses or lemon, are highly risky and perhaps even more than other large open wounds.@@","5","2"
"107","0","2009-10-06T00:00:00.0","TEXT","All wounds should be considered risky, so always be cleaned with soap and water.  Some wounds, however small, such as from thorns of roses or lemon, are highly risky and perhaps even more than other large open wounds.##","5","3"
"108","0","2009-10-06T00:00:00.0","TEXT","Tetanus in newborns is severe, with high mortality rate. It usually occurs by contamination of the umbilical cord at delivery or in the first days of life. Furthermore, this disease often aggravated by complications, including infectious, which are the triggers of death.@@","6","2"
"109","0","2009-10-06T00:00:00.0","TEXT","Tetanus in newborns is severe, with high mortality rate. It usually occurs by contamination of the umbilical cord at delivery or in the first days of life. Furthermore, this disease often aggravated by complications, including infectious, which are the triggers of death.##","6","3"
"110","0","2009-10-06T00:00:00.0","TEXT","You have missed your first tetanus vaccination.  Please go to your nearest clinic to receive your vaccination.@@","7","2"
"111","0","2009-10-06T00:00:00.0","TEXT","You have missed your first tetanus vaccination.  Please go to your nearest clinic to receive your vaccination.##","7","3"
"112","0","2009-10-06T00:00:00.0","TEXT","This is your second reminder for missing your first tetanus vaccination.  Please go to your nearest clinic.@@","8","2"
"113","0","2009-10-06T00:00:00.0","TEXT","This is your second reminder for missing your first tetanus vaccination.  Please go to your nearest clinic.##","8","3"
"114","0","2009-10-06T00:00:00.0","TEXT","You are due for your second tetanus vaccination in your pregnancy.  Please go to your nearest clinic to receive your vaccination.@@","9","2"
"115","0","2009-10-06T00:00:00.0","TEXT","You are due for your second tetanus vaccination in your pregnancy.  Please go to your nearest clinic to receive your vaccination.##","9","3"
"116","0","2009-10-06T00:00:00.0","TEXT","You have missed your second tetanus vaccination.  Please go to your nearest clinic to receive your vaccination.@@","10","2"
"117","0","2009-10-06T00:00:00.0","TEXT","You have missed your second tetanus vaccination.  Please go to your nearest clinic to receive your vaccination.##","10","3"
"118","0","2009-10-06T00:00:00.0","TEXT","This is your second reminder for missing your second tetanus vaccination.  Please go to your nearest clinic.@@","11","2"
"119","0","2009-10-06T00:00:00.0","TEXT","This is your second reminder for missing your second tetanus vaccination.  Please go to your nearest clinic.##","11","3"
"121","0","2009-10-06T00:00:00.0","TEXT","Hello <PatientFirstName>.  This is your message for week 1.  Your estimated due date is <DueDate>.@@","14","2"
"122","0","2009-10-06T00:00:00.0","TEXT","Hello <PatientFirstName>.  This is your message for week 1.  Your estimated due date is <DueDate>.##","14","3"
"123","0","2009-10-06T00:00:00.0","TEXT","Hello <PatientFirstName>.  This is your message for week 2.  Your estimated due date is <DueDate>.","15","2"
"124","0","2009-10-06T00:00:00.0","TEXT","Hello <PatientFirstName>.  This is your message for week 2.  Your estimated due date is <DueDate>.","15","3"
"125","0","2009-10-06T00:00:00.0","TEXT","Hello <PatientFirstName>.  This is your message for week 3.  Your estimated due date is <DueDate>.@@","16","2"
"126","0","2009-10-06T00:00:00.0","TEXT","Hello <PatientFirstName>.  This is your message for week 3.  Your estimated due date is <DueDate>.##","16","3"
"127","0","2009-10-06T00:00:00.0","TEXT","Hello <PatientFirstName>.  This is your message for week 4.  Your estimated due date is <DueDate>.@@","17","2"
"128","0","2009-10-06T00:00:00.0","TEXT","Hello <PatientFirstName>.  This is your message for week 4.  Your estimated due date is <DueDate>.##","17","3"
"129","0","2009-10-06T00:00:00.0","TEXT","If U are pregnant&feel like hiding it for now,its normal.But remember the evil eye does not bring problems in pregnancy,most problems are because of things that can be treated if U go to clinic early.If U miss a period or think U are pregnant go to clinic NOW!Dont fear-midwives want to make sure U stay healthy&have a healthy baby.They will keep your secret.U get National Health Insurance free for 1year when pregnant so register now.*From Mobile Midwife*.@@","18","2"
"130","0","2009-10-06T00:00:00.0","TEXT","If U are pregnant&feel like hiding it for now,its normal.But remember the evil eye does not bring problems in pregnancy,most problems are because of things that can be treated if U go to clinic early.If U miss a period or think U are pregnant go to clinic NOW!Dont fear-midwives want to make sure U stay healthy&have a healthy baby.They will keep your secret.U get National Health Insurance free for 1year when pregnant so register now.*From Mobile Midwife*.##","18","3"
"131","0","2009-10-06T00:00:00.0","TEXT","When pregnant there are reasons that U must go to clinic right away.If U have a bad headache,fever or vomiting.If U feel pain in the womb,or a very strong pain on 1 side of your body.If U are bleeding or more important if bleeding is heavy&painful.If U have dark yellow urine or blood&a burning feeling when you urinate.If U are very dizzy or have a very fast heartbeat.Don't be afraid to go to the clinic as the problem may be easy to cure.*From Mobile Midwife*.@@","19","2"
"132","0","2009-10-06T00:00:00.0","TEXT","When pregnant there are reasons that U must go to clinic right away.If U have a bad headache,fever or vomiting.If U feel pain in the womb,or a very strong pain on 1 side of your body.If U are bleeding or more important if bleeding is heavy&painful.If U have dark yellow urine or blood&a burning feeling when you urinate.If U are very dizzy or have a very fast heartbeat.Don't be afraid to go to the clinic as the problem may be easy to cure.*From Mobile Midwife*.##","19","3"
"133","0","2009-10-06T00:00:00.0","TEXT","Even though U are not big yet,your baby's heart&brain are growing fast.As your womb grows U may have some light cramps&waist pain.U need to eat well now for your baby.Please avoid eating clay,ayilo or shrei.It can cause low blood,infection or worms.Try chewing on biscuits or vegetables instead.Don't smoke or take alcohol including Guiness as it will damage the baby.Please ask your doctor or midwife before using any traditional medicines.*From Mobile Midwife*.@@","20","2"
"134","0","2009-10-06T00:00:00.0","TEXT","Even though U are not big yet,your baby's heart&brain are growing fast.As your womb grows U may have some light cramps&waist pain.U need to eat well now for your baby.Please avoid eating clay,ayilo or shrei.It can cause low blood,infection or worms.Try chewing on biscuits or vegetables instead.Don't smoke or take alcohol including Guiness as it will damage the baby.Please ask your doctor or midwife before using any traditional medicines.*From Mobile Midwife*.##","20","3"
"135","0","2009-10-06T00:00:00.0","TEXT","How are U feeling this week?Baby is growing.He or she may be moving now& U will be able to feel it with time.Pregnancy is nice but there are some things U must get ready.Start by putting down some money each week for things for the baby. You don't need too much.Important things are baby napkins,dresses for U&baby,cot sheets sewn from aligudon,soap,towels,powder,shea butter,disenfectant like Camel & sanitary towels for U.*From Mobile Midwife*.@@","21","2"
"136","0","2009-10-06T00:00:00.0","TEXT","How are U feeling this week?Baby is growing.He or she may be moving now& U will be able to feel it with time.Pregnancy is nice but there are some things U must get ready.Start by putting down some money each week for things for the baby. You don't need too much.Important things are baby napkins,dresses for U&baby,cot sheets sewn from aligudon,soap,towels,powder,shea butter,disenfectant like Camel & sanitary towels for U.*From Mobile Midwife*.##","21","3"
"137","0","2009-10-06T00:00:00.0","TEXT","Bleeding in early pregnancy can make U worry but it is common.There are a few reasons for it happening.1.As the baby is settling in the womb U may have small bleeding for a day or two. 2.You might bleed small at the normal time for your period. 3.It could be from an infection. It is important to tell your midwife right away even if it is only small bleeding.Always report to the clinic straight away if bleeding is heavy or is painful.*From Mobile Midwife*.@@","22","2"
"138","0","2009-10-06T00:00:00.0","TEXT","Bleeding in early pregnancy can make U worry but it is common.There are a few reasons for it happening.1.As the baby is settling in the womb U may have small bleeding for a day or two. 2.You might bleed small at the normal time for your period. 3.It could be from an infection. It is important to tell your midwife right away even if it is only small bleeding.Always report to the clinic straight away if bleeding is heavy or is painful.*From Mobile Midwife*.##","22","3"
"139","0","2009-10-06T00:00:00.0","TEXT","All your baby's body parts are there now but not fully formed yet.U might not look pregnant but your waist is getting thicker. Are U feeling tired&sick now?It is normal&here are a few tips to help U cope. 1.U feel worse if hungry or worried so eat well&try to relax. 2.Take lots of water in small bits through day. 3.Don't eat heavy,spicy or oily food. 4.Take your tablets for the health of baby&talk to midwife if it is too much*From Mobile Midwife*.@@","23","2"
"140","0","2009-10-06T00:00:00.0","TEXT","All your baby's body parts are there now but not fully formed yet.U might not look pregnant but your waist is getting thicker. Are U feeling tired&sick now?It is normal&here are a few tips to help U cope. 1.U feel worse if hungry or worried so eat well&try to relax. 2.Take lots of water in small bits through day. 3.Don't eat heavy,spicy or oily food. 4.Take your tablets for the health of baby&talk to midwife if it is too much*From Mobile Midwife*.##","23","3"
"141","0","2009-10-06T00:00:00.0","TEXT","Even though people may tell U not to have sex when pregnant,gentle sex is safe.If you&your partner feel OK with it then go ahead.If U have bleeding or pain then stop&speak to your midwife.If U have had miscarriages or sexually transmitted infections then talk to your midwife first.If U or your partner are HIV positive use condoms EVERY TIME.If U have itching down there or a change in your discharge get treated straight away at the clinic.*From Mobile Midwife*.@@","24","2"
"142","0","2009-10-06T00:00:00.0","TEXT","Even though people may tell U not to have sex when pregnant,gentle sex is safe.If you&your partner feel OK with it then go ahead.If U have bleeding or pain then stop&speak to your midwife.If U have had miscarriages or sexually transmitted infections then talk to your midwife first.If U or your partner are HIV positive use condoms EVERY TIME.If U have itching down there or a change in your discharge get treated straight away at the clinic.*From Mobile Midwife*.##","24","3"
"143","0","2009-10-06T00:00:00.0","TEXT","Now you are almost finished with the 1st stage of pregnancy.Just 2 more to go! U should be feeling brighter now with more energy.Now your baby's heart is beating&all body parts are formed.Your baby is the size of your thumb now & for the next 6 months will grow big,strong&ready for outside world.Congratulations & keep up the good work!*From Mobile Midwife&Ghana Health Service~Your Health-Our Concern*.@@","25","2"
"144","0","2009-10-06T00:00:00.0","TEXT","Now you are almost finished with the 1st stage of pregnancy.Just 2 more to go! U should be feeling brighter now with more energy.Now your baby's heart is beating&all body parts are formed.Your baby is the size of your thumb now & for the next 6 months will grow big,strong&ready for outside world.Congratulations & keep up the good work!*From Mobile Midwife&Ghana Health Service~Your Health-Our Concern*.##","25","3"
"145","0","2009-10-06T00:00:00.0","TEXT","Congratulations for successfully going through the first stage of pregnancy!Have U gone to the midwife yet?Now is the time to go&its even better if you go with the baby's father.Its good for the father to be involved in the pregnancy.The support is helpful&it is also exciting for the father to learn what U are learning about the baby,taking care of yourself&the baby. Pregnancy is not easy-as U are seeing-so the help is nice*From Mobile Midwife*.@@","26","2"
"146","0","2009-10-06T00:00:00.0","TEXT","Congratulations for successfully going through the first stage of pregnancy!Have U gone to the midwife yet?Now is the time to go&its even better if you go with the baby's father.Its good for the father to be involved in the pregnancy.The support is helpful&it is also exciting for the father to learn what U are learning about the baby,taking care of yourself&the baby. Pregnancy is not easy-as U are seeing-so the help is nice*From Mobile Midwife*.##","26","3"
